_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-1e+02,M39209,M1,1,0,Cell Type Signatures,7,HAY BONE MARROW STROMAL,,-1e+02,8,33,30293,765,838,169,20,1.4,125|182|284|445|633|653|710|715|716|730|1136|1281|1290|1291|1292|1293|1294|1301|1303|1307|1356|1381|1435|1545|1903|1947|1958|2012|2018|2034|2042|2059|2070|2138|2192|2195|2202|2239|2252|2260|2296|2619|2621|2674|2697|2934|3075|3223|3232|3233|3291|3371|3400|3486|3487|3488|3489|3491|3554|3572|3667|3671|3910|3913|4015|4053|4060|4254|4256|4281|4323|4651|4685|4837|4854|5549|5654|5740|5797|5806|5919|5998|6387|6422|6507|6529|6542|6586|6590|6662|6752|6869|6876|6913|7058|7070|7078|7412|7538|7545|8324|8325|8406|8470|8499|8613|8633|9353|9358|9510|9547|9635|10265|10468|10752|10979|11281|11328|22925|23213|23460|23500|23768|25878|25890|26167|29951|50509|51129|51421|51474|51704|54206|54477|54757|55504|56130|57007|57451|57569|57722|64093|64094|64129|64759|79875|79987|80274|80760|81578|84466|84624|85449|92293|114897|116039|116535|117581|140886|147381|148398|151887|253738|260293|283298|284119|285590|387758|389136,ADH1B|JAG1|ANGPT1|ASS1|BGN|BMP5|SERPING1|C1R|C1S|C7|CHRNA3|COL3A1|COL5A2|COL6A1|COL6A2|COL6A3|COL7A1|COL11A1|COL12A1|COL16A1|CP|CRABP1|CSF1|CYP1B1|S1PR3|EFNB1|EGR1|EMP1|EMX2|EPAS1|EPHA3|EPS8|EYA4|EYA1|FBLN1|FAT1|EFEMP1|GPC4|FGF7|FGFR1|FOXC1|GAS1|GAS6|GFRA1|GJA1|GSN|CFH|HOXC6|HOXD3|HOXD4|HSD11B2|TNC|ID4|IGFBP3|IGFBP4|IGFBP5|IGFBP6|CCN1|IL1R1|IL6ST|IRS1|ISLR|LAMA4|LAMB2|LOX|LTBP2|LUM|KITLG|MGP|MID1|MMP14|MYO10|NCAM2|NNMT|NOTCH3|PRELP|HTRA1|PTGIS|PTPRM|PTX3|RARRES2|RGS3|CXCL12|SFRP1|SLC1A3|SLC6A1|SLC7A2|SLIT3|SLPI|SOX9|SSTR2|TACR1|TAGLN|TBX15|THBS2|THY1|TIMP3|VCAM1|ZFP36|ZIC1|FZD7|FZD8|SRPX|SORBS2|PPFIA2|PLPP3|UNC5C|SLIT2|ITGBL1|ADAMTS1|CXCL14|CLCA2|IRX5|FST|CHL1|FERMT2|POU6F2|FKBP9|PLA2R1|SULF1|ABCA6|DAAM2|FLRT2|MXRA5|ABI3BP|PCDHB5|PDZRN4|COL5A3|ANGPTL4|AMOTL2|LIMA1|GPRC5B|ERRFI1|PLEKHA5|FAM20A|TNFRSF19|PCDHB6|ACKR3|TENM2|ARHGAP20|IGDCC4|SMOC1|SMOC2|TINAGL1|TNS3|THSD4|SVEP1|SCUBE1|ITIH5|COL21A1|MEGF10|FNDC1|KIAA1755|TMEM132C|C1QTNF1|OSR2|MRGPRF|TWIST2|PABPC5|CBLN2|SAMD11|CCDC80|EBF3|CYP4X1|OLFML1|CAVIN1|SH3PXD2B|FIBIN|VGLL3,-95,0
1,-83,M39167,M1,1,0,Cell Type Signatures,7,GAO LARGE INTESTINE ADULT CJ IMMUNE CELLS,,-83,9,31,30293,505,838,126,15,1.2,59|125|165|284|633|710|715|716|948|1004|1281|1290|1291|1292|1293|1303|1305|1306|1435|1462|1903|2192|2202|2260|2294|2295|2316|2615|2697|2982|3075|3486|3488|3489|3554|3671|3910|3911|3913|4015|4053|4060|4239|4240|4256|4320|4837|4854|4883|5307|5328|5654|5797|6299|6332|6383|6387|6422|6542|6781|7010|7045|7052|7070|7078|7169|7466|8436|8490|8633|8722|9260|9510|9547|9754|10082|10319|10398|10468|10516|10630|10631|10752|10763|10979|11075|11096|11170|22801|23129|23213|23336|25802|25878|25890|25960|26227|27115|50509|51313|51339|55679|56967|56975|57007|57493|57616|57722|80760|80781|81606|83857|84251|84617|85301|85449|91624|151887|253827|256691|257194|284119|285016|286133|359845|441631,ACTA2|ADH1B|AEBP1|ANGPT1|BGN|SERPING1|C1R|C1S|CD36|CDH6|COL3A1|COL5A2|COL6A1|COL6A2|COL6A3|COL12A1|COL13A1|COL15A1|CSF1|VCAN|S1PR3|FBLN1|EFEMP1|FGFR1|FOXF1|FOXF2|FLNA|LRRC32|GJA1|GUCY1A1|CFH|IGFBP3|IGFBP5|IGFBP6|IL1R1|ISLR|LAMA4|LAMA5|LAMB2|LOX|LTBP2|LUM|MFAP4|MFGE8|MGP|MMP11|NNMT|NOTCH3|NPR3|PITX1|PLAU|HTRA1|PTPRM|SALL1|SCN7A|SDC2|CXCL12|SFRP1|SLC7A2|STC1|TEK|TGFBI|TGM2|THY1|TIMP3|TPM2|WFS1|CAVIN2|RGS5|UNC5C|CTSF|PDLIM7|ADAMTS1|CXCL14|STARD8|GPC6|LAMC3|MYL9|FST|FBLN5|PDPN|POSTN|CHL1|NES|FERMT2|STMN2|ADAMTS5|FAM107A|ITGA11|PLXND1|SULF1|SYNM|LMOD1|MXRA5|ABI3BP|ADGRA2|PHGDH|PDE7B|COL5A3|GASK1B|DACT1|LIMS2|C14orf132|FAM20C|ACKR3|HEG1|TSHZ3|IGDCC4|ITIH5|COL18A1|LBH|TMTC1|SGIP1|TUBB6|COL27A1|KIAA1755|NEXN|CCDC80|MSRB3|MAMDC2|NEGR1|CAVIN1|ALKAL2|SCARA5|RFLNB|TSPAN11,-78,0
1,-79,M39175,M1,1,0,Cell Type Signatures,7,MURARO PANCREAS MESENCHYMAL STROMAL CELL,,-79,7.4,28,30293,680,838,139,17,1.3,59|165|182|633|649|677|715|716|966|1281|1290|1291|1292|1293|1295|1303|1306|1307|1462|1545|1601|1903|2012|2034|2059|2149|2195|2252|2274|2295|2316|2597|2615|2683|2908|3059|3090|3371|3486|3487|3488|3491|3554|3671|3690|3908|3910|3939|4015|4052|4053|4060|4239|4240|4254|4256|4320|4651|4837|4854|4907|5052|5328|5351|5592|5654|5738|5784|6383|6422|6423|6695|6781|6840|7041|7045|7052|7057|7058|7070|7078|7168|7169|7171|8038|8507|8519|9168|9516|9536|9590|9644|9645|10082|10319|10410|10631|10763|10979|11328|22801|22822|22856|23187|23213|25907|25960|26227|26278|26585|29968|50486|50509|51129|51313|51339|51363|54541|55075|55701|55959|57214|57493|57761|63895|64759|80781|83442|83872|84617|91624|91663|94031|151887|283208|284119|285590|359845|387758,ACTA2|AEBP1|JAG1|BGN|BMP1|ZFP36L1|C1R|C1S|CD59|COL3A1|COL5A2|COL6A1|COL6A2|COL6A3|COL8A1|COL12A1|COL15A1|COL16A1|VCAN|CYP1B1|DAB2|S1PR3|EMP1|EPAS1|EPS8|F2R|FAT1|FGF7|FHL2|FOXF2|FLNA|GAPDH|LRRC32|B4GALT1|NR3C1|HCLS1|HIC1|TNC|IGFBP3|IGFBP4|IGFBP5|CCN1|IL1R1|ISLR|ITGB3|LAMA2|LAMA4|LDHA|LOX|LTBP1|LTBP2|LUM|MFAP4|MFGE8|KITLG|MGP|MMP11|MYO10|NNMT|NOTCH3|NT5E|PRDX1|PLAU|PLOD1|PRKG1|HTRA1|PTGFRN|PTPN14|SDC2|SFRP1|SFRP2|SPOCK1|STC1|SVIL|TGFB1I1|TGFBI|TGM2|THBS1|THBS2|THY1|TIMP3|TPM1|TPM2|TPM4|ADAM12|ENC1|IFITM1|TMSB10|LITAF|PTGES|AKAP12|SH3PXD2A|MICAL2|GPC6|LAMC3|IFITM3|POSTN|NES|FERMT2|FKBP9|ITGA11|PHLDA1|CHSY1|PHLDB1|SULF1|TMEM158|ADGRA2|PHGDH|SACS|GREM1|PSAT1|G0S2|COL5A3|ANGPTL4|GASK1B|DACT1|CHST15|DDIT4|UACA|ARHGEF40|SULF2|CEMIP|HEG1|TRIB3|PIEZO2|TNS3|COL18A1|SH3BGRL3|HMCN1|TUBB6|NEXN|MYADM|HTRA3|CCDC80|P4HA3|CAVIN1|SH3PXD2B|RFLNB|FIBIN,-75,0
1,-69,M41675,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG ADVENTITIAL FIBROBLAST CELL,,-69,11,30,30293,296,838,92,11,1.1,25|120|125|715|716|730|960|1281|1291|1292|1293|1363|1435|1545|1601|1843|1958|2012|2192|2199|2202|2252|2260|2619|2683|2934|3075|3487|3489|3491|3554|3671|3726|3913|3939|3958|3983|4015|4060|4147|4256|4837|4907|4958|4969|5328|5360|5740|5806|6387|6422|6423|6424|6590|7058|7070|7538|8076|8406|8519|8722|9194|9314|9353|9467|9547|9590|10234|10512|10516|10630|23460|25890|25891|26002|26227|50863|51474|54206|57007|79987|84617|94031|115123|116039|146556|151887|157506|221476|257194|286133|387758,ABL1|ADD3|ADH1B|C1R|C1S|C7|CD44|COL3A1|COL6A1|COL6A2|COL6A3|CPE|CSF1|CYP1B1|DAB2|DUSP1|EGR1|EMP1|FBLN1|FBLN2|EFEMP1|FGF7|FGFR1|GAS1|B4GALT1|GSN|CFH|IGFBP4|IGFBP6|CCN1|IL1R1|ISLR|JUNB|LAMB2|LDHA|LGALS3|ABLIM1|LOX|LUM|MATN2|MGP|NNMT|NT5E|OMD|OGN|PLAU|PLTP|PTGIS|PTX3|CXCL12|SFRP1|SFRP2|SFRP4|SLPI|THBS2|THY1|ZFP36|MFAP5|SRPX|IFITM1|CTSF|SLC16A7|KLF4|SLIT2|SH3BP5|CXCL14|AKAP12|LRRC17|SEMA3C|FBLN5|PDPN|ABCA6|ABI3BP|PAMR1|MOXD1|PHGDH|NTM|LIMA1|ERRFI1|ACKR3|SVEP1|TUBB6|HTRA3|MARCHF3|OSR2|C16orf89|CCDC80|RDH10|PI16|NEGR1|SCARA5|FIBIN,-65,0
1,-59,M39050,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HPERIC,,-59,5.8,23,30293,795,838,127,15,1.2,59|182|285|477|552|567|633|677|710|716|928|960|1004|1052|1240|1281|1290|1291|1832|1889|1903|1958|2034|2059|2149|2295|2296|2316|2326|2615|2621|2908|2934|2982|2983|3075|3090|3487|3491|3554|3726|3908|3910|3913|4060|4240|4256|4320|4854|5351|5360|5549|5580|5592|5797|6529|6546|6783|6840|6876|6913|7045|7070|7169|7171|7225|7360|7538|7545|7546|8038|8406|8490|8519|8654|8754|9510|9590|9644|9754|9934|10234|10319|10398|10410|10979|11178|11343|22801|22822|22925|23102|23336|23500|25878|25891|25960|27115|27242|50509|51129|51339|51474|55075|55890|56341|63895|64759|64857|79987|80760|80781|81578|81606|84107|84617|91663|94031|114897|116496|143903|146556|170692|253827|260293|283298|340061,ACTA2|JAG1|ANGPT2|ATP1A2|AVPR1A|B2M|BGN|ZFP36L1|SERPING1|C1S|CD9|CD44|CDH6|CEBPD|CMKLR1|COL3A1|COL5A2|COL6A1|DSP|ECE1|S1PR3|EGR1|EPAS1|EPS8|F2R|FOXF2|FOXC1|FLNA|FMO1|LRRC32|GAS6|NR3C1|GSN|GUCY1A1|GUCY1B1|CFH|HIC1|IGFBP4|CCN1|IL1R1|JUNB|LAMA2|LAMA4|LAMB2|LUM|MFGE8|MGP|MMP11|NOTCH3|PLOD1|PLTP|PRELP|PRKCD|PRKG1|PTPRM|SLC6A1|SLC8A1|SULT1E1|SVIL|TAGLN|TBX15|TGFBI|THY1|TPM2|TPM4|TRPC6|UGP2|ZFP36|ZIC1|ZIC2|ADAM12|SRPX|RGS5|IFITM1|PDE5A|ADAM9|ADAMTS1|AKAP12|SH3PXD2A|STARD8|P2RY14|LRRC17|LAMC3|MYL9|IFITM3|FERMT2|LZTS1|MGLL|ITGA11|PHLDA1|PLA2R1|TBC1D2B|SYNM|DAAM2|MXRA5|PAMR1|ADGRA2|PDE7B|TNFRSF21|COL5A3|ANGPTL4|DACT1|LIMA1|UACA|GPRC5C|PRMT8|PIEZO2|TNS3|PLEKHG2|SVEP1|ITIH5|COL18A1|COL21A1|LBH|ZIC4|TUBB6|MYADM|HTRA3|C1QTNF1|NIBAN1|LAYN|C16orf89|ADAMTS18|MSRB3|CYP4X1|OLFML1|STING1,-55,0
1,-57,M39264,M1,1,0,Cell Type Signatures,7,HU FETAL RETINA FIBROBLAST,,-57,8.5,25,30293,385,838,91,11,1.1,120|165|182|214|284|567|633|649|677|715|1052|1281|1290|1292|1293|1462|1592|1601|1889|1903|1947|1958|2018|2042|2059|2149|2192|2239|2260|2263|2295|2296|2316|2908|2982|3090|3397|3487|3488|3489|3491|3572|3726|3910|3913|4060|4239|4854|4969|5307|5997|6383|6387|6783|6840|7041|7045|7052|7070|7168|7169|7171|7538|8091|8613|8854|9211|9314|10234|10319|10398|10410|10468|10769|11328|23213|25878|27123|51474|55075|63895|80274|81578|83872|84617|85301|151887|283298|286133|340061|387914,ADD3|AEBP1|JAG1|ALCAM|ANGPT1|B2M|BGN|BMP1|ZFP36L1|C1R|CEBPD|COL3A1|COL5A2|COL6A2|COL6A3|VCAN|CYP26A1|DAB2|ECE1|S1PR3|EFNB1|EGR1|EMX2|EPHA3|EPS8|F2R|FBLN1|GPC4|FGFR1|FGFR2|FOXF2|FOXC1|FLNA|NR3C1|GUCY1A1|HIC1|ID1|IGFBP4|IGFBP5|IGFBP6|CCN1|IL6ST|JUNB|LAMA4|LAMB2|LUM|MFAP4|NOTCH3|OGN|PITX1|RGS2|SDC2|CXCL12|SULT1E1|SVIL|TGFB1I1|TGFBI|TGM2|THY1|TPM1|TPM2|TPM4|ZFP36|HMGA2|PLPP3|ALDH1A2|LGI1|KLF4|LRRC17|LAMC3|MYL9|IFITM3|FST|PLK2|FKBP9|SULF1|MXRA5|DKK2|LIMA1|UACA|PIEZO2|SCUBE1|COL21A1|HMCN1|TUBB6|COL27A1|CCDC80|OLFML1|SCARA5|STING1|SHISA2,-53,0
1,-44,M39040,M1,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BRAIN ENDOTHELIAL 2,,-44,8.5,22,30293,303,838,71,8.5,0.96,165|477|633|649|710|928|1004|1281|1290|1291|1292|1363|1889|1903|2034|2059|2149|2192|2295|2316|2615|2982|2983|3075|3908|3910|3913|4060|4240|4854|5351|5549|5592|6529|6876|7041|7070|7078|7169|7171|7225|7545|8038|8490|8519|8654|9260|9590|9934|10319|10398|10410|10979|11178|11343|22801|27115|27242|50863|51129|51421|51474|54477|54757|55075|55890|64094|80760|80781|94031|151887,AEBP1|ATP1A2|BGN|BMP1|SERPING1|CD9|CDH6|COL3A1|COL5A2|COL6A1|COL6A2|CPE|ECE1|S1PR3|EPAS1|EPS8|F2R|FBLN1|FOXF2|FLNA|LRRC32|GUCY1A1|GUCY1B1|CFH|LAMA2|LAMA4|LAMB2|LUM|MFGE8|NOTCH3|PLOD1|PRELP|PRKG1|SLC6A1|TAGLN|TGFB1I1|THY1|TIMP3|TPM2|TPM4|TRPC6|ZIC1|ADAM12|RGS5|IFITM1|PDE5A|PDLIM7|AKAP12|P2RY14|LAMC3|MYL9|IFITM3|FERMT2|LZTS1|MGLL|ITGA11|PDE7B|TNFRSF21|NTM|ANGPTL4|AMOTL2|LIMA1|PLEKHA5|FAM20A|UACA|GPRC5C|SMOC2|ITIH5|COL18A1|HTRA3|CCDC80,-40,0
1,-43,M40151,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL ADRENAL STROMAL CELLS,,-43,13,24,30293,153,838,53,6.3,0.84,59|72|125|146|715|729|730|1281|1293|1303|1545|2252|2326|2706|3486|3489|3671|4015|4060|4223|4256|4969|5549|6423|6783|6876|7058|7472|9358|10234|10319|10631|22801|23213|23460|25878|25890|25891|27123|51050|54829|84624|91156|114905|117581|151887|158326|221476|253738|260293|283298|286133|340419,ACTA2|ACTG2|ADH1B|ADRA1D|C1R|C6|C7|COL3A1|COL6A3|COL12A1|CYP1B1|FGF7|FMO1|GJB2|IGFBP3|IGFBP6|ISLR|LOX|LUM|MEOX2|MGP|OGN|PRELP|SFRP2|SULT1E1|TAGLN|THBS2|WNT2|ITGBL1|LRRC17|LAMC3|POSTN|ITGA11|SULF1|ABCA6|MXRA5|ABI3BP|PAMR1|DKK2|PI15|ASPN|FNDC1|IGFN1|C1QTNF7|TWIST2|CCDC80|FREM1|PI16|EBF3|CYP4X1|OLFML1|SCARA5|RSPO2,-39,0
1,-42,M39128,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C29 MVECS 2,,-42,8.1,21,30293,313,838,70,8.4,0.96,358|633|730|928|966|1281|1295|1363|1889|1906|2012|2034|2149|2199|2296|2615|2683|2697|2823|2934|3091|3397|3486|3487|3491|3554|3913|3983|4147|4256|4773|4958|5272|5360|5740|5784|6781|7010|7052|7075|7078|7171|8406|8436|8613|9168|9314|9510|9537|9590|10410|10611|10631|11170|22856|25890|51299|51474|55075|55959|57007|57493|64123|64129|83857|84617|84952|91663|114897|284119,AQP1|BGN|C7|CD9|CD59|COL3A1|COL8A1|CPE|ECE1|EDN1|EMP1|EPAS1|F2R|FBLN2|FOXC1|LRRC32|B4GALT1|GJA1|GPM6A|GSN|HIF1A|ID1|IGFBP3|IGFBP4|CCN1|IL1R1|LAMB2|ABLIM1|MATN2|MGP|NFATC2|OMD|SERPINB9|PLTP|PTGIS|PTPN14|STC1|TEK|TGM2|TIE1|TIMP3|TPM4|SRPX|CAVIN2|PLPP3|TMSB10|KLF4|ADAMTS1|TP53I11|AKAP12|IFITM3|PDLIM5|POSTN|FAM107A|CHSY1|ABI3BP|NRN1|LIMA1|UACA|SULF2|ACKR3|HEG1|ADGRL4|TINAGL1|TMTC1|TUBB6|CGNL1|MYADM|C1QTNF1|CAVIN1,-38,0
1,-41,M39122,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C21 STELLATE CELLS 1,,-41,11,23,30293,194,838,57,6.8,0.87,59|165|288|633|677|715|716|730|1052|1281|1291|1292|1293|1958|2012|2034|2192|2199|2202|2934|3075|3486|3487|3488|3491|3726|4060|4147|4239|4256|5549|5648|5997|5999|6387|6422|6586|7057|7058|7070|7078|7171|7538|8406|9314|9510|10082|10319|10398|10410|10516|22822|91624|91663|114897|151887|284119,ACTA2|AEBP1|ANK3|BGN|ZFP36L1|C1R|C1S|C7|CEBPD|COL3A1|COL6A1|COL6A2|COL6A3|EGR1|EMP1|EPAS1|FBLN1|FBLN2|EFEMP1|GSN|CFH|IGFBP3|IGFBP4|IGFBP5|CCN1|JUNB|LUM|MATN2|MFAP4|MGP|PRELP|MASP1|RGS2|RGS4|CXCL12|SFRP1|SLIT3|THBS1|THBS2|THY1|TIMP3|TPM4|ZFP36|SRPX|KLF4|ADAMTS1|GPC6|LAMC3|MYL9|IFITM3|FBLN5|PHLDA1|NEXN|MYADM|C1QTNF1|CCDC80|CAVIN1,-38,0
