_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-1e+02,M39209,M1,1,0,Cell Type Signatures,7,HAY BONE MARROW STROMAL,,-1e+02,7.8,33,30293,765,855,169,20,1.4,133|182|249|348|390|650|710|715|781|800|871|1272|1277|1289|1294|1301|1303|1307|1356|1410|1490|1545|1634|1647|1756|1903|1910|1956|1958|2012|2013|2034|2195|2202|2260|2273|2619|2621|2674|2920|2921|2934|3037|3075|3232|3233|3290|3400|3486|3487|3488|3489|3491|3554|3569|3671|3672|3910|4015|4060|4163|4256|4616|4651|4685|4854|4915|4920|5168|5396|5654|5730|5740|5806|5947|5998|6236|6347|6387|6425|6542|6581|6586|6662|6752|6876|6913|7035|7078|7130|7412|7424|7545|8325|8470|8613|8633|9023|9052|9180|9353|9358|9510|9547|10085|10265|10351|10752|11067|22795|22998|23114|23213|23452|25878|25890|25903|26167|26471|29995|50509|51129|51232|51421|51435|51450|51474|51704|54206|54477|55214|55504|56130|56243|56937|56944|57685|57689|64093|64094|64283|79642|79827|79875|80243|80760|83604|84466|84624|84870|85449|89795|89797|114897|117581|151887|153571|166336|171024|219699|253738|259217|259232|283298|338773|387758|387763|388630|389136,ADM|JAG1|ALPL|APOE|RND3|BMP2|SERPING1|C1R|CACNA2D1|CALD1|SERPINH1|CNTN1|COL1A1|COL5A1|COL7A1|COL11A1|COL12A1|COL16A1|CP|CRYAB|CCN2|CYP1B1|DCN|GADD45A|DMD|S1PR3|EDNRB|EGFR|EGR1|EMP1|EMP2|EPAS1|FAT1|EFEMP1|FGFR1|FHL1|GAS1|GAS6|GFRA1|CXCL2|CXCL3|GSN|HAS2|CFH|HOXD3|HOXD4|HSD11B1|ID4|IGFBP3|IGFBP4|IGFBP5|IGFBP6|CCN1|IL1R1|IL6|ISLR|ITGA1|LAMA4|LOX|LUM|MCC|MGP|GADD45B|MYO10|NCAM2|NOTCH3|NTRK2|ROR2|ENPP2|PRRX1|HTRA1|PTGDS|PTGIS|PTX3|RBP1|RGS3|RRAD|CCL2|CXCL12|SFRP5|SLC7A2|SLC22A3|SLIT3|SOX9|SSTR2|TAGLN|TBX15|TFPI|TIMP3|TNFAIP6|VCAM1|VEGFC|ZIC1|FZD8|SORBS2|PLPP3|UNC5C|CH25H|GPRC5A|OSMR|SLIT2|ITGBL1|ADAMTS1|CXCL14|EDIL3|IRX5|ABCA8|CHL1|DEPP1|NID2|LIMCH1|NFASC|SULF1|ANGPTL2|MXRA5|ABI3BP|OLFML2B|PCDHB5|NUPR1|LMCD1|COL5A3|ANGPTL4|CRIM1|AMOTL2|SCARA3|PRRX2|LIMA1|GPRC5B|ERRFI1|PLEKHA5|P3H2|TNFRSF19|PCDHB6|KIAA1217|PMEPA1|OLFML3|CACHD1|LRRC4C|SMOC1|SMOC2|ARHGEF28|ARSJ|CLMP|THSD4|PREX2|ITIH5|TMEM47|MEGF10|FNDC1|RSPO3|KIAA1755|NAV3|NAV2|C1QTNF1|TWIST2|CCDC80|IRX2-DT|PRICKLE2|SYNPO2|UNC5B|EBF3|HSPA12A|NALCN|OLFML1|TMEM119|FIBIN|C11orf96|TRABD2B|VGLL3,-95,0
1,-90,M39175,M1,1,0,Cell Type Signatures,7,MURARO PANCREAS MESENCHYMAL STROMAL CELL,,-90,7.9,31,30293,680,855,151,18,1.3,19|59|60|87|165|182|390|468|715|800|871|875|1265|1277|1289|1303|1306|1307|1462|1490|1545|1634|1827|1848|1903|1910|2012|2023|2034|2182|2195|2316|2589|2597|2615|2617|2908|3037|3090|3290|3376|3486|3487|3488|3491|3554|3569|3671|3672|3690|3910|3912|4015|4052|4060|4141|4163|4239|4240|4256|4312|4320|4609|4651|4854|4907|5106|5327|5328|5351|5396|5654|5742|5754|6383|6423|6510|6695|6781|6840|6897|7035|7041|7045|7052|7057|7078|7094|7130|7169|7171|7296|7453|7474|7980|8038|8871|9180|9516|9536|9590|9644|10082|10631|10763|10797|11031|22795|22801|22809|22822|23213|23452|23657|26227|26471|26585|29968|29995|50486|50509|51129|51285|51313|51435|54541|55075|55959|56937|57124|57214|57493|57761|63895|80176|80781|83442|83604|83872|90993|91624|94031|123920|131566|151887|160428|163782|219699|284297|387758|387763,ABCA1|ACTA2|ACTB|ACTN1|AEBP1|JAG1|RND3|ATF4|C1R|CALD1|SERPINH1|CBS|CNN2|COL1A1|COL5A1|COL12A1|COL15A1|COL16A1|VCAN|CCN2|CYP1B1|DCN|RCAN1|DUSP6|S1PR3|EDNRB|EMP1|ENO1|EPAS1|ACSL4|FAT1|FLNA|GALNT1|GAPDH|LRRC32|GARS1|NR3C1|HAS2|HIC1|HSD11B1|IARS1|IGFBP3|IGFBP4|IGFBP5|CCN1|IL1R1|IL6|ISLR|ITGA1|ITGB3|LAMA4|LAMB1|LOX|LTBP1|LUM|MARS1|MCC|MFAP4|MFGE8|MGP|MMP1|MMP11|MYC|MYO10|NOTCH3|NT5E|PCK2|PLAT|PLAU|PLOD1|PRRX1|HTRA1|PTGS1|PTK7|SDC2|SFRP2|SLC1A5|SPOCK1|STC1|SVIL|TARS1|TFPI|TGFB1I1|TGFBI|TGM2|THBS1|TIMP3|TLN1|TNFAIP6|TPM2|TPM4|TXNRD1|WARS1|WNT5A|TFPI2|ADAM12|SYNJ2|OSMR|LITAF|PTGES|AKAP12|SH3PXD2A|GPC6|POSTN|NES|MTHFD2|RAB31|NID2|ITGA11|ATF5|PHLDA1|SULF1|ANGPTL2|SLC7A11|PHGDH|NUPR1|GREM1|PSAT1|LMCD1|G0S2|COL5A3|ANGPTL4|RASL12|GASK1B|SCARA3|DDIT4|UACA|SULF2|PMEPA1|CD248|CEMIP|HEG1|TRIB3|PIEZO2|SPSB1|COL18A1|SH3BGRL3|TMEM47|HMCN1|CREB3L1|NEXN|HTRA3|CMTM3|DCBLD2|CCDC80|ALDH1L2|KANK4|UNC5B|SSC5D|FIBIN|C11orf96,-86,0
1,-82,M39167,M1,1,0,Cell Type Signatures,7,GAO LARGE INTESTINE ADULT CJ IMMUNE CELLS,,-82,8.8,30,30293,505,855,126,15,1.2,59|165|348|684|710|715|800|1004|1012|1277|1289|1303|1305|1306|1462|1634|1756|1903|1910|2182|2202|2260|2273|2294|2316|2321|2615|2668|2982|3075|3486|3488|3489|3554|3671|3672|3910|3911|4015|4060|4061|4094|4162|4239|4240|4256|4320|4854|5168|5307|5327|5328|5654|5742|5947|6299|6347|6356|6383|6387|6542|6781|7010|7035|7045|7052|7078|7127|7169|7474|8633|8722|8989|9260|9411|9510|9547|9891|10082|10129|10351|10398|10516|10630|10631|10752|10763|10964|11075|11096|22801|22885|22998|23213|23336|23452|25802|25878|25890|26227|27115|50509|50515|51313|53947|55679|55901|56944|56967|57493|57616|79827|80177|80243|80760|80781|81606|83604|85449|91624|151887|171024|253827|338773|387763|441631,ACTA2|AEBP1|APOE|BST2|SERPING1|C1R|CALD1|CDH6|CDH13|COL1A1|COL5A1|COL12A1|COL13A1|COL15A1|VCAN|DCN|DMD|S1PR3|EDNRB|ACSL4|EFEMP1|FGFR1|FHL1|FOXF1|FLNA|FLT1|LRRC32|GDNF|GUCY1A1|CFH|IGFBP3|IGFBP5|IGFBP6|IL1R1|ISLR|ITGA1|LAMA4|LAMA5|LOX|LUM|LY6E|MAF|MCAM|MFAP4|MFGE8|MGP|MMP11|NOTCH3|ENPP2|PITX1|PLAT|PLAU|HTRA1|PTGS1|RBP1|SALL1|CCL2|CCL11|SDC2|CXCL12|SLC7A2|STC1|TEK|TFPI|TGFBI|TGM2|TIMP3|TNFAIP2|TPM2|WNT5A|UNC5C|CTSF|TRPA1|PDLIM7|ARHGAP29|ADAMTS1|CXCL14|NUAK1|GPC6|FRY|ABCA8|MYL9|FBLN5|PDPN|POSTN|CHL1|NES|IFI44L|STMN2|ADAMTS5|ITGA11|ABLIM3|LIMCH1|SULF1|SYNM|ANGPTL2|LMOD1|MXRA5|ABI3BP|PHGDH|PDE7B|COL5A3|CHST11|GASK1B|A4GALT|LIMS2|THSD1|OLFML3|C14orf132|HEG1|TSHZ3|CLMP|MYCT1|PREX2|ITIH5|COL18A1|LBH|TMEM47|KIAA1755|NEXN|CCDC80|SYNPO2|MSRB3|TMEM119|C11orf96|TSPAN11,-77,0
1,-53,M39264,M1,1,0,Cell Type Signatures,7,HU FETAL RETINA FIBROBLAST,,-53,8.1,24,30293,385,855,88,10,1,120|165|182|567|715|800|871|1052|1277|1289|1462|1490|1592|1634|1903|1956|1958|2013|2201|2260|2263|2316|2317|2908|2982|3037|3090|3105|3397|3487|3488|3489|3491|3726|3910|3912|4060|4061|4162|4232|4239|4616|4854|4969|5307|5396|5997|6382|6383|6387|6783|6840|7035|7041|7045|7052|7094|7169|7171|8425|8613|9411|9636|10234|10398|10769|11098|23213|25878|27123|51474|55075|56265|56944|57124|63895|79827|83872|84870|115207|123920|151887|171024|283298|284217|338773|340061|387914,ADD3|AEBP1|JAG1|B2M|C1R|CALD1|SERPINH1|CEBPD|COL1A1|COL5A1|VCAN|CCN2|CYP26A1|DCN|S1PR3|EGFR|EGR1|EMP2|FBN2|FGFR1|FGFR2|FLNA|FLNB|NR3C1|GUCY1A1|HAS2|HIC1|HLA-A|ID1|IGFBP4|IGFBP5|IGFBP6|CCN1|JUNB|LAMA4|LAMB1|LUM|LY6E|MCAM|MEST|MFAP4|GADD45B|NOTCH3|OGN|PITX1|PRRX1|RGS2|SDC1|SDC2|CXCL12|SULT1E1|SVIL|TFPI|TGFB1I1|TGFBI|TGM2|TLN1|TPM2|TPM4|LTBP4|PLPP3|ARHGAP29|ISG15|LRRC17|MYL9|PLK2|PRSS23|SULF1|MXRA5|DKK2|LIMA1|UACA|CPXM1|OLFML3|CD248|PIEZO2|CLMP|HMCN1|RSPO3|KCTD12|CMTM3|CCDC80|SYNPO2|OLFML1|LAMA1|TMEM119|STING1|SHISA2,-49,0
1,-51,M39055,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL2A,,-51,6.2,22,30293,600,855,105,12,1.1,18|182|547|655|753|771|871|960|1012|1265|1301|1410|1490|1501|1910|1956|1958|1959|2006|2012|2173|2195|2202|2273|2318|2334|2817|2823|2895|2920|3037|3315|3400|3491|3730|3782|3910|3955|4052|4163|4239|4240|4685|4915|5168|5360|5364|5654|5992|5997|6299|6319|6347|6423|6424|6509|6536|6657|6662|7078|7412|7852|8613|8641|9388|9415|9516|9920|10234|10486|10630|10675|10964|22998|23209|23220|23576|23657|25817|26227|29968|29995|51313|51704|54437|55220|55790|57689|63827|64093|79192|79875|83539|83604|84631|115207|116372|143686|145864|157638|166614|167410|202151|221476|387882,ABAT|JAG1|KIF1A|BMP7|LDLRAD4|CA12|SERPINH1|CD44|CDH13|CNN2|COL11A1|CRYAB|CCN2|CTNND2|EDNRB|EGFR|EGR1|EGR2|ELN|EMP1|FABP7|FAT1|EFEMP1|FHL1|FLNC|AFF2|GPC1|GPM6A|GRID2|CXCL2|HAS2|HSPB1|ID4|CCN1|ANOS1|KCNN3|LAMA4|LFNG|LTBP1|MCC|MFAP4|MFGE8|NCAM2|NTRK2|ENPP2|PLTP|PLXNB1|HTRA1|RFX4|RGS2|SALL1|SCD|CCL2|SFRP2|SFRP4|SLC1A4|SLC6A9|SOX2|SOX9|TIMP3|VCAM1|CXCR4|PLPP3|PCDHGB4|LIPG|FADS2|LITAF|KBTBD11|LRRC17|CAP2|PDPN|CSPG5|IFI44L|LIMCH1|MLC1|DTX4|DDAH1|SLC7A11|TAFA5|PHGDH|PSAT1|LMCD1|GASK1B|GPRC5B|SEMA5B|KLHDC8A|CSGALNACT1|LRRC4C|BCAN|SMOC1|IRX1|THSD4|CHST9|TMEM47|SLITRK2|KCTD12|LYPD1|SESN3|HAPLN3|LRATD2|DCLK2|LIX1|RANBP3L|PI16|C12orf75,-48,0
1,-51,M39050,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HPERIC,,-51,5.3,21,30293,795,855,119,14,1.2,19|59|87|182|307|348|567|710|800|864|871|928|953|960|1004|1052|1240|1316|1634|1827|1903|1958|1959|2013|2034|2316|2615|2621|2817|2908|2920|2934|2982|3075|3090|3315|3487|3491|3554|3672|3676|3726|3910|3912|4060|4162|4240|4256|4320|4609|4616|4854|5327|5351|5360|6236|6347|6783|6840|6876|6913|7035|7040|7045|7094|7130|7169|7171|7360|7545|8038|9124|9180|9411|9510|9590|9636|9644|10234|10398|10549|11346|22795|22801|22822|23336|25878|26136|27115|50509|51129|51285|51474|54596|55075|55890|56937|56944|57124|63895|64386|80760|80781|80830|81606|83643|84107|85443|94031|114897|116496|143903|150094|219699|253827|283298|340061|374378|387763,ABCA1|ACTA2|ACTN1|JAG1|ANXA4|APOE|B2M|SERPING1|CALD1|RUNX3|SERPINH1|CD9|ENTPD1|CD44|CDH6|CEBPD|CMKLR1|KLF6|DCN|RCAN1|S1PR3|EGR1|EGR2|EMP2|EPAS1|FLNA|LRRC32|GAS6|GPC1|NR3C1|CXCL2|GSN|GUCY1A1|CFH|HIC1|HSPB1|IGFBP4|CCN1|IL1R1|ITGA1|ITGA4|JUNB|LAMA4|LAMB1|LUM|MCAM|MFGE8|MGP|MMP11|MYC|GADD45B|NOTCH3|PLAT|PLOD1|PLTP|RRAD|CCL2|SULT1E1|SVIL|TAGLN|TBX15|TFPI|TGFB1|TGFBI|TLN1|TNFAIP6|TPM2|TPM4|UGP2|ZIC1|ADAM12|PDLIM1|OSMR|ARHGAP29|ADAMTS1|AKAP12|ISG15|SH3PXD2A|LRRC17|MYL9|PRDX4|SYNPO|NID2|ITGA11|PHLDA1|SYNM|MXRA5|TES|PDE7B|COL5A3|ANGPTL4|RASL12|LIMA1|L1TD1|UACA|GPRC5C|PMEPA1|OLFML3|CD248|PIEZO2|MMP25|ITIH5|COL18A1|APOL6|LBH|CCDC3|ZIC4|DCLK3|HTRA3|C1QTNF1|NIBAN1|LAYN|SIK1|UNC5B|MSRB3|OLFML1|STING1|GALNT18|C11orf96,-47,0
1,-50,M41675,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG ADVENTITIAL FIBROBLAST CELL,,-50,9.1,24,30293,296,855,76,8.9,0.97,120|133|715|718|960|1277|1382|1545|1634|1843|1958|2012|2199|2202|2260|2619|2934|3037|3075|3479|3487|3489|3491|3554|3671|3726|4015|4060|4256|4609|4907|4969|5292|5327|5328|5360|5396|5740|5806|6275|6347|6387|6423|6424|6574|7127|8076|8425|8722|9052|9353|9547|9590|10234|10351|10512|10516|10630|25890|26227|51474|54206|56944|57124|57142|57863|79827|80176|84870|94031|115123|151887|157506|221476|285313|387758,ADD3|ADM|C1R|C3|CD44|COL1A1|CRABP2|CYP1B1|DCN|DUSP1|EGR1|EMP1|FBLN2|EFEMP1|FGFR1|GAS1|GSN|HAS2|CFH|IGF1|IGFBP4|IGFBP6|CCN1|IL1R1|ISLR|JUNB|LOX|LUM|MGP|MYC|NT5E|OGN|PIM1|PLAT|PLAU|PLTP|PRRX1|PTGIS|PTX3|S100A4|CCL2|CXCL12|SFRP2|SFRP4|SLC20A1|TNFAIP2|MFAP5|LTBP4|CTSF|GPRC5A|SLIT2|CXCL14|AKAP12|LRRC17|ABCA8|SEMA3C|FBLN5|PDPN|ABI3BP|PHGDH|LIMA1|ERRFI1|OLFML3|CD248|RTN4|CADM3|CLMP|SPSB1|RSPO3|HTRA3|MARCHF3|CCDC80|RDH10|PI16|IGSF10|FIBIN,-46,0
1,-44,M39122,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C21 STELLATE CELLS 1,,-44,11,24,30293,194,855,60,7,0.87,59|87|165|390|650|715|800|1052|1277|1289|1410|1490|1634|1910|1958|2012|2034|2199|2202|2273|2934|3075|3315|3486|3487|3488|3491|3726|3912|4060|4239|4256|4609|5730|5947|5997|5999|6347|6387|6586|7057|7078|7171|8425|9023|9510|9719|10082|10398|10516|11067|11098|22822|56944|83643|91624|114897|151887|171024|387763,ACTA2|ACTN1|AEBP1|RND3|BMP2|C1R|CALD1|CEBPD|COL1A1|COL5A1|CRYAB|CCN2|DCN|EDNRB|EGR1|EMP1|EPAS1|FBLN2|EFEMP1|FHL1|GSN|CFH|HSPB1|IGFBP3|IGFBP4|IGFBP5|CCN1|JUNB|LAMB1|LUM|MFAP4|MGP|MYC|PTGDS|RBP1|RGS2|RGS4|CCL2|CXCL12|SLIT3|THBS1|TIMP3|TPM4|LTBP4|CH25H|ADAMTS1|ADAMTSL2|GPC6|MYL9|FBLN5|DEPP1|PRSS23|PHLDA1|OLFML3|CCDC3|NEXN|C1QTNF1|CCDC80|SYNPO2|C11orf96,-41,0
1,-44,M39056,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL3,,-44,5.9,20,30293,574,855,95,11,1.1,753|960|1012|1404|1410|1490|1612|1634|1824|1910|1958|2195|2202|2318|2334|2908|3037|3315|3400|3488|3491|3778|3782|3800|4232|4915|5168|5360|5654|5992|6299|6319|6383|6423|6536|6657|6662|6695|7040|7078|7351|7412|7474|8613|8641|9256|9353|9388|9415|9423|9516|10234|10351|10516|10630|10675|10763|22998|23136|23209|23213|23220|23576|23657|26227|27092|29968|29995|51232|51313|51473|54212|54477|54769|55790|55890|55959|57863|63827|64283|79825|79875|80760|80781|81539|81706|83604|84870|89932|115207|167410|202151|387758|387882|388630,LDLRAD4|CD44|CDH13|HAPLN1|CRYAB|CCN2|DAPK1|DCN|DSC2|EDNRB|EGR1|FAT1|EFEMP1|FLNC|AFF2|NR3C1|HAS2|HSPB1|ID4|IGFBP5|CCN1|KCNMA1|KCNN3|KIF5C|MEST|NTRK2|ENPP2|PLTP|HTRA1|RFX4|SALL1|SCD|SDC2|SFRP2|SLC6A9|SOX2|SOX9|SPOCK1|TGFB1|TIMP3|UCP2|VCAM1|WNT5A|PLPP3|PCDHGB4|TSPOAP1|SLIT2|LIPG|FADS2|NTN1|LITAF|LRRC17|ABCA8|FBLN5|PDPN|CSPG5|NES|LIMCH1|EPB41L3|MLC1|SULF1|DTX4|DDAH1|SLC7A11|PHGDH|CACNG4|PSAT1|LMCD1|CRIM1|GASK1B|DCDC2|SNTG1|PLEKHA5|DIRAS2|CSGALNACT1|GPRC5C|SULF2|CADM3|BCAN|ARHGEF28|EFCC1|THSD4|ITIH5|COL18A1|SLC38A1|PPP1R14C|TMEM47|RSPO3|PAPLN|KCTD12|LIX1|RANBP3L|FIBIN|C12orf75|TRABD2B,-41,0
1,-43,M41676,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG ALVEOLAR FIBROBLAST CELL,,-43,12,24,30293,164,855,55,6.4,0.84,710|929|960|1012|1240|1305|1490|1843|1848|2013|2273|2662|3290|3383|3491|3671|3910|4060|4129|4239|4685|5168|5552|5998|6275|6510|7052|7078|7351|7424|8425|9353|9420|9424|9516|9891|10216|10351|10516|11095|22998|25890|29995|50486|50848|56944|59269|63895|79825|81606|83872|163782|285313|338773|387758,SERPING1|CD14|CD44|CDH13|CMKLR1|COL13A1|CCN2|DUSP1|DUSP6|EMP2|FHL1|GDF10|HSD11B1|ICAM1|CCN1|ISLR|LAMA4|LUM|MAOB|MFAP4|NCAM2|ENPP2|SRGN|RGS3|S100A4|SLC1A5|TGM2|TIMP3|UCP2|VEGFC|LTBP4|SLIT2|CYP7B1|KCNK6|LITAF|NUAK1|PRG4|ABCA8|FBLN5|ADAMTS8|LIMCH1|ABI3BP|LMCD1|G0S2|F11R|OLFML3|HIVEP3|PIEZO2|EFCC1|LBH|HMCN1|KANK4|IGSF10|TMEM119|FIBIN,-39,0
